game_minute,hit_diff,shot_diff,goal_diff,win,game,win_prob,Game Description
24,1,9,1,1,2020020627,0.741240228985543,2021-04-08 - Pittsburgh Penguins beat New York Rangers
25,1,8,1,1,2020020627,0.7478221793910993,2021-04-08 - Pittsburgh Penguins beat New York Rangers
26,2,8,1,1,2020020627,0.7538482766935937,2021-04-08 - Pittsburgh Penguins beat New York Rangers
27,2,4,1,1,2020020627,0.7596274945453296,2021-04-08 - Pittsburgh Penguins beat New York Rangers
28,3,7,1,1,2020020627,0.7659192493694896,2021-04-08 - Pittsburgh Penguins beat New York Rangers
29,2,8,1,1,2020020627,0.7729997244046402,2021-04-08 - Pittsburgh Penguins beat New York Rangers
30,3,8,1,1,2020020627,0.7784937036921594,2021-04-08 - Pittsburgh Penguins beat New York Rangers
31,4,6,2,1,2020020627,0.9153570225758336,2021-04-08 - Pittsburgh Penguins beat New York Rangers
32,5,6,2,1,2020020627,0.9203562141650846,2021-04-08 - Pittsburgh Penguins beat New York Rangers
33,5,6,2,1,2020020627,0.9253544904355916,2021-04-08 - Pittsburgh Penguins beat New York Rangers
34,3,6,2,1,2020020627,0.9306180469478004,2021-04-08 - Pittsburgh Penguins beat New York Rangers
35,3,6,2,1,2020020627,0.9350330888173786,2021-04-08 - Pittsburgh Penguins beat New York Rangers
36,4,7,2,1,2020020627,0.939001781485323,2021-04-08 - Pittsburgh Penguins beat New York Rangers
37,2,6,2,1,2020020627,0.943338384988409,2021-04-08 - Pittsburgh Penguins beat New York Rangers
38,1,6,2,1,2020020627,0.947236169637169,2021-04-08 - Pittsburgh Penguins beat New York Rangers
39,2,6,2,1,2020020627,0.9504306918700072,2021-04-08 - Pittsburgh Penguins beat New York Rangers
40,2,7,2,1,2020020627,0.9537182243004008,2021-04-08 - Pittsburgh Penguins beat New York Rangers
41,2,6,2,1,2020020627,0.9566760287130948,2021-04-08 - Pittsburgh Penguins beat New York Rangers
42,2,6,2,1,2020020627,0.9595099483807096,2021-04-08 - Pittsburgh Penguins beat New York Rangers
43,2,7,2,1,2020020627,0.9622232681491156,2021-04-08 - Pittsburgh Penguins beat New York Rangers
44,3,5,2,1,2020020627,0.964409019727098,2021-04-08 - Pittsburgh Penguins beat New York Rangers
45,3,5,2,1,2020020627,0.9667494556209504,2021-04-08 - Pittsburgh Penguins beat New York Rangers
46,3,5,2,1,2020020627,0.9689409427860188,2021-04-08 - Pittsburgh Penguins beat New York Rangers
47,3,6,2,1,2020020627,0.9710409023025844,2021-04-08 - Pittsburgh Penguins beat New York Rangers
48,3,7,2,1,2020020627,0.9730047649760366,2021-04-08 - Pittsburgh Penguins beat New York Rangers
49,3,5,2,1,2020020627,0.974707958499426,2021-04-08 - Pittsburgh Penguins beat New York Rangers
50,3,6,3,1,2020020627,0.9958887594550112,2021-04-08 - Pittsburgh Penguins beat New York Rangers
51,3,4,3,1,2020020627,0.9962861530397092,2021-04-08 - Pittsburgh Penguins beat New York Rangers
52,2,3,3,1,2020020627,0.9966729440828968,2021-04-08 - Pittsburgh Penguins beat New York Rangers
53,2,3,2,1,2020020627,0.9808517805932316,2021-04-08 - Pittsburgh Penguins beat New York Rangers
54,3,2,2,1,2020020627,0.9819770811279244,2021-04-08 - Pittsburgh Penguins beat New York Rangers
55,3,5,2,1,2020020627,0.983280487154704,2021-04-08 - Pittsburgh Penguins beat New York Rangers
56,4,7,2,1,2020020627,0.9843547921182948,2021-04-08 - Pittsburgh Penguins beat New York Rangers
57,5,6,2,1,2020020627,0.9852687118791262,2021-04-08 - Pittsburgh Penguins beat New York Rangers
58,4,6,3,1,2020020627,0.9982193866151458,2021-04-08 - Pittsburgh Penguins beat New York Rangers
59,3,6,3,1,2020020627,0.9984095120517776,2021-04-08 - Pittsburgh Penguins beat New York Rangers
0,0,0,0,1,2016020884,0.5497955074231653,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
1,-2,3,0,1,2016020884,0.5498851348523562,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
2,-4,3,1,1,2016020884,0.5675131121066992,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
3,-5,1,1,1,2016020884,0.5763489282565996,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
4,-5,0,1,1,2016020884,0.5850750293549679,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
5,-5,-1,1,1,2016020884,0.5937303691672521,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
6,-5,-3,1,1,2016020884,0.6022575045533041,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
7,-5,-5,1,1,2016020884,0.6106880859480768,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
8,-6,-4,0,1,2016020884,0.5510009662261667,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
9,-6,-6,0,1,2016020884,0.5509880745759761,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
10,-5,-9,0,1,2016020884,0.5505362987636268,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
11,-6,-9,0,1,2016020884,0.5509532055289244,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
12,-7,-9,0,1,2016020884,0.5514323592973828,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
13,-6,-10,0,1,2016020884,0.5510455322891891,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
14,-7,-10,0,1,2016020884,0.5515778991181051,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
15,-6,-9,0,1,2016020884,0.5513740504945456,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
16,-6,-11,0,1,2016020884,0.5511885581742416,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
17,-6,-12,0,1,2016020884,0.5511211585654758,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
18,-6,-12,0,1,2016020884,0.5511991156186088,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
19,-6,-12,0,1,2016020884,0.5512770701562258,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
20,-6,-13,0,1,2016020884,0.5511733343596934,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
21,-7,-13,0,1,2016020884,0.5518965045065877,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
22,-6,-14,0,1,2016020884,0.5511112132349438,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
23,-6,-17,0,1,2016020884,0.5505440730859561,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
24,-5,-18,0,1,2016020884,0.549610260311446,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
25,-5,-18,0,1,2016020884,0.549602541382917,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
26,-6,-17,0,1,2016020884,0.5506416952847405,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
27,-7,-17,0,1,2016020884,0.5515156425950473,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
28,-5,-16,0,1,2016020884,0.5500884076660059,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
29,-8,-14,0,1,2016020884,0.5533361520110617,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
30,-9,-14,0,1,2016020884,0.5543919227643389,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
31,-9,-13,0,1,2016020884,0.5548261843863909,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
32,-10,-13,0,1,2016020884,0.555983620069294,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
33,-12,-14,0,1,2016020884,0.5579291195202053,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
34,-12,-17,0,1,2016020884,0.5572511555761778,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
35,-12,-17,0,1,2016020884,0.557470066094395,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
36,-12,-16,1,1,2016020884,0.818262036300789,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
37,-12,-15,1,1,2016020884,0.8237870971379925,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
38,-11,-15,1,1,2016020884,0.8283122498615154,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
39,-12,-17,1,1,2016020884,0.8336771630936808,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
40,-13,-17,1,1,2016020884,0.8393178407449748,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
41,-13,-18,1,1,2016020884,0.8439594409367343,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
42,-14,-17,1,1,2016020884,0.849555334441846,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
43,-15,-17,1,1,2016020884,0.8548295174112785,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
44,-15,-17,1,1,2016020884,0.8593108779673895,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
45,-17,-17,1,1,2016020884,0.8650053017258487,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
46,-18,-19,1,1,2016020884,0.8695235763148889,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
47,-20,-20,1,1,2016020884,0.8747643350448907,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
48,-20,-19,1,1,2016020884,0.8789606569756355,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
49,-22,-20,2,1,2016020884,0.9772676833294328,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
50,-22,-21,2,1,2016020884,0.978789348367374,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
51,-20,-21,2,1,2016020884,0.9799957512161686,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
52,-20,-21,2,1,2016020884,0.9813666101955398,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
53,-19,-21,2,1,2016020884,0.9825309668593936,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
54,-19,-21,2,1,2016020884,0.9837289596078076,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
55,-19,-19,2,1,2016020884,0.98490623363516,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
56,-19,-19,2,1,2016020884,0.9859446833624494,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
57,-18,-20,2,1,2016020884,0.9867923181669932,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
58,-17,-18,2,1,2016020884,0.9876635885195908,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
59,-17,-19,2,1,2016020884,0.9884874701801276,2017-02-22 - Pittsburgh Penguins beat Carolina Hurricanes
0,-3,0,0,0,2017010073,0.5497955074231653,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
1,-1,-1,0,0,2017010073,0.5498175972443893,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
2,1,-2,0,0,2017010073,0.5496967865761122,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
3,-2,1,0,0,2017010073,0.5500098462569182,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
4,-2,0,0,0,2017010073,0.550044932972741,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
5,-3,0,0,0,2017010073,0.5502631596961208,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
6,-4,0,0,0,2017010073,0.5505437084777277,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
7,-4,0,0,0,2017010073,0.5506683865156515,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
8,-3,0,0,0,2017010073,0.5505437084777277,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
9,-4,1,0,0,2017010073,0.5509994933195227,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
10,-4,1,0,0,2017010073,0.551133232909517,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
11,-5,2,0,0,2017010073,0.551709623869253,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
12,-5,3,0,0,2017010073,0.5519925414224887,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
13,-5,2,-1,0,2017010073,0.4377821675522799,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
14,-6,2,-1,0,2017010073,0.4297133657018854,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
15,-6,3,-1,0,2017010073,0.4214167426085327,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
16,-6,3,-1,0,2017010073,0.4130396027768548,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
17,-7,2,-1,0,2017010073,0.4050780735728203,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
18,-7,3,-1,0,2017010073,0.3969825675865606,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
19,-6,4,-1,0,2017010073,0.3883918450028124,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
20,-6,4,-1,0,2017010073,0.3802484086542744,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
21,-7,4,-1,0,2017010073,0.3727901343860366,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
22,-7,3,-1,0,2017010073,0.3646207123432971,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
23,-8,1,-1,0,2017010073,0.3569827371083046,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
24,-8,-2,-1,0,2017010073,0.3485535312199257,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
25,-7,-3,-1,0,2017010073,0.3398739395863775,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
26,-7,-3,-2,0,2017010073,0.165658489807663,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
27,-7,-2,-2,0,2017010073,0.1563566078743155,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
28,-7,-3,-2,0,2017010073,0.147235544367628,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
29,-7,-5,-2,0,2017010073,0.1384233423839845,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
30,-9,-6,-2,0,2017010073,0.1310243357869703,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
31,-8,-8,-3,0,2017010073,0.0446702715655152,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
32,-9,-7,-3,0,2017010073,0.0405903763971751,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
33,-9,-7,-3,0,2017010073,0.0366900593249946,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
34,-8,-7,-3,0,2017010073,0.0330145677680481,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
35,-8,-7,-3,0,2017010073,0.029815938005179,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
36,-8,-7,-2,0,2017010073,0.0897946965290507,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
37,-9,-7,-2,0,2017010073,0.0846042478279025,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
38,-10,-7,-2,0,2017010073,0.0797060366617296,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
39,-10,-6,-2,0,2017010073,0.074844289858775,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
40,-9,-6,-2,0,2017010073,0.0698373242638742,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
41,-9,-6,-2,0,2017010073,0.0654415510160627,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
42,-8,-5,-2,0,2017010073,0.0610888812954148,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
43,-9,-4,-2,0,2017010073,0.0575835507991517,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
44,-9,-4,-2,0,2017010073,0.0539181080300328,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
45,-9,-6,-2,0,2017010073,0.0503153244989888,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
46,-7,-7,-2,0,2017010073,0.0464939052114248,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
47,-7,-7,-2,0,2017010073,0.0434867174883961,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
48,-6,-6,-2,0,2017010073,0.0404989474869315,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
49,-6,-4,-2,0,2017010073,0.0379921773324141,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
50,-8,-4,-2,0,2017010073,0.0359478608050675,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
51,-7,-4,-2,0,2017010073,0.0333983942403963,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
52,-7,-4,-2,0,2017010073,0.0312138202638261,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
53,-8,-3,-2,0,2017010073,0.029412989178792,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
54,-7,-4,-2,0,2017010073,0.0272521702223308,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
55,-7,-4,-2,0,2017010073,0.0254590292698859,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
56,-7,-2,-2,0,2017010073,0.0238766626046047,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
57,-8,-1,-2,0,2017010073,0.022505236765744,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
58,-8,-3,-2,0,2017010073,0.0209350523612484,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
59,-8,-3,-3,0,2017010073,0.0024756516417119,2017-09-25 - Pittsburgh Penguins lost to Detroit Red Wings
0,0,1,0,1,2017010079,0.5497955074231653,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
1,1,-1,0,1,2017010079,0.5497552374946238,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
2,0,-1,1,1,2017010079,0.5671936324091092,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
3,1,-1,1,1,2017010079,0.575741371388893,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
4,0,-1,1,1,2017010079,0.5844276148289486,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
5,0,0,0,1,2017010079,0.5497955074231653,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
6,-2,0,0,1,2017010079,0.5501696363212872,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
7,-1,1,0,1,2017010079,0.5500773786247042,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
8,-1,2,0,1,2017010079,0.5501903515240562,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
9,0,2,0,1,2017010079,0.5499591191786131,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
10,0,2,0,1,2017010079,0.5499772975961522,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
11,-1,0,0,1,2017010079,0.5501384610746104,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
12,-1,0,0,1,2017010079,0.5501696363212872,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
13,-1,0,0,1,2017010079,0.5502008111739245,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
14,-1,2,0,1,2017010079,0.5504864431348243,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
15,-1,3,0,1,2017010079,0.5506720911753487,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
16,1,4,0,1,2017010079,0.5498783797218584,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
17,2,1,0,1,2017010079,0.5488897588562234,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
18,1,-1,0,1,2017010079,0.5490705493819578,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
19,1,-2,0,1,2017010079,0.5488575021380226,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
20,1,-2,0,1,2017010079,0.5488081237598775,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
21,0,-2,0,1,2017010079,0.5494137048321529,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
22,-1,-2,0,1,2017010079,0.5500814926506863,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
23,0,0,1,1,2017010079,0.7334496854612567,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
24,0,-1,1,1,2017010079,0.7401280572639197,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
25,-1,1,1,1,2017010079,0.7477980005326464,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
26,0,-1,1,1,2017010079,0.7534689855284914,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
27,1,-1,1,1,2017010079,0.7593431657774413,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
28,0,-1,1,1,2017010079,0.7663412526249875,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
29,0,0,1,1,2017010079,0.7727866833891471,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
30,-1,0,1,1,2017010079,0.7795786152120825,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
31,-1,-3,1,1,2017010079,0.7850332552811196,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
32,-1,-5,1,1,2017010079,0.7905473503683219,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
33,-1,-6,0,1,2017010079,0.5490245319784426,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
34,-1,-7,0,1,2017010079,0.5486919939173387,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
35,-1,-7,0,1,2017010079,0.5486595303327116,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
36,-2,-6,0,1,2017010079,0.5500770284700914,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
37,-3,-5,0,1,2017010079,0.5515741958450855,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
38,-2,-5,0,1,2017010079,0.550438015946738,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
39,-2,-6,1,1,2017010079,0.8289979680779911,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
40,-2,-7,1,1,2017010079,0.8337477306525317,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
41,-2,-7,1,1,2017010079,0.8385852419745186,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
42,-1,-7,1,1,2017010079,0.8426080713897783,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
43,-2,-5,1,1,2017010079,0.8483253263173175,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
44,-3,-5,1,1,2017010079,0.8535170950336014,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
45,-4,-4,1,1,2017010079,0.8587918943157374,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
46,-5,-4,2,1,2017010079,0.969864895250416,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
47,-6,-4,3,1,2017010079,0.9945600538945748,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
48,-6,-7,3,1,2017010079,0.9950814505540096,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
49,-7,-6,3,1,2017010079,0.9956109356371796,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
50,-7,-8,3,1,2017010079,0.9960385997287552,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
51,-7,-8,3,1,2017010079,0.9964375406498936,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
52,-5,-10,3,1,2017010079,0.9967419473262484,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
53,-5,-10,3,1,2017010079,0.9970693138825464,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
54,-4,-10,3,1,2017010079,0.9973459288182835,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
55,-4,-9,3,1,2017010079,0.9976172591402758,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
56,-5,-10,3,1,2017010079,0.997867335519127,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
57,-5,-12,3,1,2017010079,0.9980738098850952,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
58,-5,-14,3,1,2017010079,0.9982600741194164,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
59,-5,-16,1,1,2017010079,0.907727347730336,2017-09-27 - Pittsburgh Penguins beat Buffalo Sabres
0,1,0,0,0,2017020324,0.5497955074231653,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
1,2,-1,0,0,2017020324,0.5497240570333457,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
2,2,-2,0,0,2017020324,0.549634423799321,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
3,1,-2,-1,0,2017020324,0.5233049417694752,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
4,2,-6,-1,0,2017020324,0.5141654244285261,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
5,2,-9,-1,0,2017020324,0.5050833504654009,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
6,2,-8,0,0,2017020324,0.5489849064580153,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
7,2,-10,0,0,2017020324,0.5487224719588816,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
8,2,-11,-1,0,2017020324,0.4780242389163686,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
9,4,-8,-1,0,2017020324,0.468738049456504,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
10,6,-7,-1,0,2017020324,0.4592206422083737,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
11,6,-6,-1,0,2017020324,0.4503122636639909,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
12,7,-4,-1,0,2017020324,0.4411896944958236,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
13,7,-5,-1,0,2017020324,0.4321312761034587,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
14,6,-4,-1,0,2017020324,0.4237816828172885,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
15,7,-2,-1,0,2017020324,0.4147705925834265,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
16,10,-1,-1,0,2017020324,0.4046776727269857,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
17,13,-4,-1,0,2017020324,0.3939053674013016,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
18,13,-2,-1,0,2017020324,0.3853958294020103,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
19,14,-1,-1,0,2017020324,0.3762645533065013,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
20,14,-1,-1,0,2017020324,0.3675937195637956,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
21,13,-1,-1,0,2017020324,0.3596166668927338,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
22,16,1,-1,0,2017020324,0.3496176420655677,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
23,18,1,-1,0,2017020324,0.3398835328382599,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
24,18,1,-1,0,2017020324,0.3315099663406627,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
25,17,1,-1,0,2017020324,0.3239309716360176,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
26,17,2,-1,0,2017020324,0.315995981251688,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
27,18,3,-2,0,2017020324,0.1460826874309206,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
28,18,4,-2,0,2017020324,0.1373555479319466,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
29,18,4,-3,0,2017020324,0.0504761900598802,2017-11-23 - Pittsburgh Penguins lost to Vancouver Canucks
